t,x,y,z,roll,pitch,yaw,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,ax,ay,az,wx_dot,wy_dot,wz_dot,m1,m2,m3,m4
0.1,-1.4913112599156245e-06,1.999999999999444,1.6500000000000001,2.0825508893675094e-10,-0.00012550111457912413,-3.644115738386688e-15,0.9999999980311838,1.0412754414903234e-10,-6.275055724838063e-05,4.712003574690048e-15,-4.7433250344792325e-05,-3.536887016680257e-11,0.0,1.2193885522404359e-08,-0.002504756106859867,2.2478232059091439e-13,-0.0012311659404850464,-2.0429824340720437e-09,0.0,5.803155553565626e-07,-0.02484019028535867,1.2573252622591739e-11,0.122681057103229,0.12256894220895591,0.12256894482672893,0.1226810597239036
0.11,-2.114550501815685e-06,1.9999999999988822,1.6500000000000001,3.584597173877263e-10,-0.00015179076178220883,-8.24219314263174e-15,0.9999999971199456,1.7922985786489922e-10,-7.589538081824348e-05,9.481621820123824e-15,-6.232392418999677e-05,-6.589354258557701e-11,0.0,1.906988761279768e-08,-0.00275284900019184,3.7851680707810863e-13,-0.0014890673845197224,-3.5164898558111432e-09,0.0,8.278009309530541e-07,-0.024775327591937575,1.933040069701149e-11,0.12268091061411339,0.12256908847498393,0.1225690922089896,0.12268091435257988
0.12,-2.914917236428476e-06,1.999999999997876,1.6500000000000001,5.896528433490931e-10,-0.00018055809458470995,-1.7160480709459315e-14,0.9999999959248468,2.948264196984678e-10,-9.027904716972133e-05,1.8036408109472674e-14,-8.00366734612579e-05,-1.16650139509433e-10,0.0,2.8749904141465443e-08,-0.0030002626586986183,6.113903345311442e-13,-0.0017712749271245826,-5.784494457149478e-09,0.0,1.1471951878050858e-06,-0.024704351675106595,2.8724811172307377e-11,0.1226807503059442,0.12256924851397591,0.12256925368846679,0.12268075548706385
0.13,-3.9230558648227635e-06,1.9999999999961524,1.6500000000000001,9.334578049587674e-10,-0.00021179601495844327,-3.344112624757671e-14,0.9999999943928061,4.667288980916698e-10,-0.00010589800728129141,3.2705097683117994e-14,-0.00010081386283938318,-1.9774920793412036e-10,0.0,4.2013791368899397e-08,-0.003246936033693972,9.530130305242562e-13,-0.002077718937809457,-9.157221202549508e-09,0.0,1.5511371567240992e-06,-0.02462727999558653,4.1457741471503734e-11,0.1226805762155991,0.12256942228408226,0.12256942928027484,0.12268058322135877
0.14,-5.172026873827812e-06,1.9999999999933125,1.6500000000000001,1.4299286804977964e-09,-0.00024549681526145426,-6.171363371715454e-14,0.9999999924664141,7.14964331075028e-10,-0.00012274840732248192,5.690391743180653e-14,-0.0001248971009004121,-3.2298558116113767e-10,0.0,5.977264727594743e-08,-0.003492808258610349,1.440545163961219e-12,-0.0024083238060970376,-1.4027600629769506e-08,0.0,2.053226571872348e-06,-0.024544131514194996,5.834136868052692e-11,0.12268038838328862,0.1225696097400288,0.12256961900042744,0.12268039765715082
0.15,-6.697298678852593e-06,1.9999999999887865,1.6500000000000001,2.128910769534898e-09,-0.00028165218013421426,-1.0878980274957747e-13,0.9999999900840061,1.0644553665520948e-09,-0.00014082608960163027,9.550818855678939e-14,-0.00015252718050229793,-5.107600422364392e-10,0.0,8.307832280634636e-08,-0.0037378186639778718,2.1198404041347946e-12,-0.002763007960177896,-2.088461517691713e-08,0.0,2.6680037843123666e-06,-0.024454926687262332,8.030539045221594e-11,0.12268018685255708,0.12256981083313809,0.12256982286576715,0.12268019890371817
0.16,-8.536738872584407e-06,1.999999999981781,1.6500000000000001,3.0914951720840622e-09,-0.00032025318854537755,-1.8440886693524232e-13,0.9999999871797369,1.5457475514607586e-09,-0.00016012659358840043,1.5531086321486726e-13,-0.0001839440193728464,-7.851410302869509e-10,0.0,1.1313272296219476e-07,-0.0039819067923555955,3.0466529730055377e-12,-0.0031416838870360593,-3.032756861401994e-08,0.0,3.410928030856218e-06,-0.02435968746167239,1.0840318977786456e-10,0.12267997167028125,0.12257002551135274,0.12257004089388934,0.12267998707783401
0.17,-1.0730604881726086e-05,1.9999999999712135,1.6500000000000001,4.391565292114024e-09,-0.00036129031598660234,-3.0215487332449575e-13,0.9999999836836635,2.1957825829384764e-09,-0.0001806451570108121,2.455800666613678e-13,-0.00021938660091356626,-1.1770754653911454e-09,0.0,1.5129688342347071e-07,-0.0042250124132113195,4.287904199692086e-12,-0.0035442581540400604,-4.3081257256436915e-08,0.0,4.298354282648889e-06,-0.024258437269526843,1.4381753828999072e-10,0.12267974288667112,0.12257025371925948,0.12257027310306164,0.12267976230366193
0.18,-1.3321534034076875e-05,1.9999999999556342,1.6500000000000001,6.11743294969585e-09,-0.00040475343681590446,-4.805693859857163e-13,0.999999979521832,3.058716363582988e-09,-0.0002023767170265174,3.787283104223776e-13,-0.0002590929152340334,-1.725757544177468e-09,0.0,1.9909980861517255e-07,-0.004467075537746132,5.923003738805352e-12,-0.003970631431994046,-6.001202024409743e-08,0.0,5.347508699533008e-06,-0.024151201022424434,1.8786581399485697e-10,0.122679500555269,0.12257049539811544,0.12257051951213849,0.12267952471264565
0.19,-1.6354533038407622e-05,1.9999999999331324,1.6500000000000001,8.373561646629386e-09,-0.0004506318267489695,-7.444835162196219e-13,0.9999999746163697,4.186780633167005e-09,-0.0002253159114680395,5.71106588661095e-13,-0.0003032999004313103,-2.4801641211577245e-09,0.0,2.5824705741413086e-07,-0.004708036433659808,8.045220479589226e-12,-0.004420698519643068,-8.21446448028145e-08,0.0,6.5764627178286056e-06,-0.024038005105358723,2.420047106345514e-10,0.1226792447329488,0.12257075048587544,0.12257078014047111,0.12267927444339174
0.2,-1.9876966879725637e-05,1.9999999999012266,1.6500000000000001,1.128237439370958e-08,-0.000498914165497814,-1.1265940749887663e-12,0.9999999688855821,5.6411868808141e-09,-0.0002494570801616697,8.439370668050664e-13,-0.000352243384128901,-3.5007650401392115e-09,0.0,3.3062906297174465e-07,-0.004947835639853307,1.076309795149638e-11,-0.004894348369626367,-1.1068010106333528e-07,0.0,8.004105800719485e-06,-0.023918877370236777,3.078344172432301e-10,0.12267897547991531,0.12257101891722062,0.12257105500781267,0.12267901164154604
0.21,-2.3938547132668785e-05,1.9999999998567366,1.6500000000000001,1.498614337403571e-08,-0.0005495885395561473,-1.6693093035408131e-12,0.9999999622440549,7.493071174751539e-09,-0.00027479426631970124,1.224398516457766e-12,-0.000406158025289658,-4.861416516202311e-09,0.0,4.1832917342852056e-07,-0.005186413981064544,1.4201908824453827e-11,-0.005391464115872016,-1.4701407970189215e-07,0.0,9.650116881966105e-06,-0.023793847129008207,3.87102247886953e-10,0.12267869285970238,0.12257130062358872,0.12257134413421902,0.12267873645966405
0.22,-2.859131969591179e-05,1.9999999997956341,1.6500000000000001,1.9648958586082636e-08,-0.0006026424451307489,-2.4268901607642395e-12,0.9999999546027607,9.824478481400332e-09,-0.00030132121800565727,1.7468790415555058e-12,-0.00046527725631698294,-6.651445391977441e-09,0.0,5.236314006110668e-07,-0.005423712582433471,1.850514290923544e-11,-0.005911923102425971,-1.9275630438430078e-07,0.0,1.153493453516177e-05,-0.023662945146398155,4.817057030580386e-10,0.122678396939172,0.12257159553320536,0.12257164753994543,0.12267844905707488
0.23,-3.388965195061046e-05,1.9999999997128728,1.6500000000000001,2.545877248279396e-08,-0.0006580627912181317,-3.4679135256410342e-12,0.9999999458691708,1.2729384981818543e-08,-0.0003290313896721516,2.454410975720415e-12,-0.0005298332254585941,-8.977931802619444e-09,0.0,6.49027864131756e-07,-0.005659672883992507,2.38360228856146e-11,-0.0064555969137080746,-2.4975058974558634e-07,0.0,1.3679725902212038e-05,-0.02352620363226081,5.93694945729949e-10,0.12267808778851164,0.12257190357111733,0.12257196524533871,0.12267814959973948
0.24,-3.9890219346051535e-05,1.9999999996021927,1.6500000000000001,3.262951749886736e-08,-0.0007158359028257261,-4.878083905839584e-12,0.9999999359473706,1.6314756831453605e-08,-0.0003579179437710011,3.4003031080245104e-12,-0.000600056739527054,-1.1968197482285868e-08,0.0,7.972259186553075e-07,-0.005894236655078687,3.037904182383442e-11,-0.007022351406187287,-3.2009561442013865e-07,0.0,1.610635441614724e-05,-0.02338365623353409,7.252746766623854e-10,0.12267776548123233,0.12257222465922638,0.12257229727072574,0.12267783826010274
0.25,-4.665199141581693e-05,1.999999999455898,1.6500000000000001,4.1403293237826994e-08,-0.00077594752433679,-6.763420325087497e-12,0.9999999247381807,2.070164374885513e-08,-0.00038797375243519125,4.64998561229707e-12,-0.000676177206951166,-1.577250663141936e-08,0.0,9.711549524547008e-07,-0.006127346008663189,3.8341516418862306e-11,-0.007612046741467954,-4.0616637745490405e-07,0.0,1.8837346354770103e-05,-0.023235338025794038,8.788053951766146e-10,0.12267743009416592,0.12257255871632482,0.12257264363629769,0.12267751521694004
