t,x,y,z,roll,pitch,yaw,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,ax,ay,az,wx_dot,wy_dot,wz_dot,tb,mx,my,mz
8.67,0.4614472273676866,0.0,1.6925081647782847,-0.0,-0.06574801846082765,0.0,0.9994596984198703,-0.0,-0.032868088390747334,0.0,-0.2234112058518759,0.0,0.5380088280719898,0.0,0.02618377638755512,0.0,-0.6286018720681377,0.0,-0.26300753045542835,0.0,0.041949630661129216,0.0,,,,
8.68,0.45918173540909807,0.0,1.6978749815802712,-0.0,-0.0654812629175128,0.0,0.9994640734022363,-0.0,-0.03273478239135037,0.0,-0.2296821298759357,0.0,0.5353424375111869,0.0,0.027167110816023805,0.0,-0.6255682915930288,0.0,-0.2702644322278809,0.0,0.039711519344495606,0.0,,,,
8.69,0.45685368735184023,0.0,1.7032147722506645,-0.0,-0.0652046810319036,0.0,0.9994685907690736,-0.0,-0.032596565249764516,0.0,-0.23592227951177724,0.0,0.5326036639840048,0.0,0.028149009116382778,0.0,-0.6224470599644452,0.0,-0.2774839666002195,0.0,0.03745683361098456,0.0,,,,
8.7,0.4544633953156768,0.0,1.70852681484365,-0.0,-0.06491828823552659,0.0,0.9994732482326388,-0.0,-0.032453444613753275,0.0,-0.2421307802398025,0.0,0.529792885879802,0.0,0.029129257323251643,0.0,-0.6192385782608345,0.0,-0.28466519096115894,0.0,0.035186103169773,0.0,,,,
8.71,0.45201118014529784,0.0,1.7138103912446034,-0.0,-0.06462210209824845,0.0,0.9994780434028198,-0.0,-0.0323054291980636,0.0,-0.2483067616336724,0.0,0.5269104909900529,0.0,0.030107641696857486,0.0,-0.6159432641056548,0.0,-0.2918071679180514,0.0,0.03289988249444678,0.0,,,,
8.72,0.44949737136850243,0.0,1.7190647872635962,-0.0,-0.06431614232589744,0.0,0.9994829737883669,-0.0,-0.032152528783325814,0.0,-0.25444935752518355,0.0,0.5239568764536302,0.0,0.031083948788565005,0.0,-0.6125615514690347,0.0,-0.298908965398436,0.0,0.030598726974514687,0.0,,,,
8.73,0.4469223071528031,0.0,1.7242892927286027,-0.0,-0.06400043075723294,0.0,0.9994880367982126,-0.0,-0.0319947542146314,0.0,-0.2605577061667281,0.0,0.5209324487031666,0.0,0.0320579654648751,0.0,-0.6090938904663707,0.0,-0.3059696567372623,0.0,0.028283192912925387,0.0,,,,
8.74,0.44428633426041625,0.0,1.7294832015781654,-0.0,-0.06367499136066919,0.0,0.9994932297428698,-0.0,-0.03183211739999121,0.0,-0.26663095039173923,0.0,0.5178376234105451,0.0,0.033029478932629856,0.0,-0.6055407471569254,0.0,-0.31298832076411426,0.0,0.02595383752077137,0.0,,,,
8.75,0.44158980800165776,0.0,1.7346458119535113,-0.0,-0.06333985023074068,0.0,0.9994985498359096,-0.0,-0.031664631308667826,0.0,-0.27266823777312293,0.0,0.514672825431516,0.0,0.03399827676542427,0.0,-0.6019026033424236,0.0,-0.31996404189043365,0.0,0.023611218909146785,0.0,,,,
8.76,0.4388330921867644,0.0,1.739776426290111,-0.0,-0.06299503558429768,0.0,0.9995039941955173,-0.0,-0.03149230996937628,0.0,-0.2786687207796757,0.0,0.5114384887494426,0.0,0.0349641469312238,0.0,-0.5981799563656512,0.0,-0.3268959101967442,0.0,0.021255896078127157,0.0,,,,
8.77,0.4360165590761615,0.0,1.7448743514086682,-0.0,-0.06264057775641935,0.0,0.9995095598461273,-0.0,-0.031315168468346366,0.0,-0.28463155693048786,0.0,0.5081350564181744,0.0,0.03592687782118575,0.0,-0.5943733189090521,0.0,-0.3337830215198753,0.0,0.018888428902840447,0.0,,,,
8.78,0.433140589329196,0.0,1.7499388986055366,-0.0,-0.062276509196032656,0.0,0.9995152437201333,-0.0,-0.03113322294724103,0.0,-0.2905559089473333,0.0,0.5047629805040469,0.0,0.03688625827968208,0.0,-0.5904832187933257,0.0,-0.34062447754018615,0.0,0.0165093781166007,0.0,,,,
8.79,0.43020557195135656,0.0,1.7549693837425513,-0.0,-0.0619028644612253,0.0,0.9995210426596766,-0.0,-0.030946490600924245,0.0,-0.29644094490504513,0.0,0.5013227220270117,0.0,0.03784207763551927,0.0,-0.5865101987760246,0.0,-0.3474193858687897,0.0,0.014119305291076932,0.0,,,,
8.8,0.42721190423999894,0.0,1.759965127336265,-0.0,-0.061519680214240105,0.0,0.999526953418509,-0.0,-0.030754989675072335,0.0,-0.302285838379877,0.0,0.4978147509008915,0.0,0.03879412573435083,0.0,-0.5824548163501522,0.0,-0.35416686013477655,0.0,0.01171877281347094,0.0,,,,
8.81,0.4241599917285988,0.0,1.7649254546465878,-0.0,-0.06112699521613963,0.0,0.9995329726639308,-0.0,-0.03055873946362277,0.0,-0.30808976859585063,0.0,0.4942395458727652,0.0,0.03974219297227586,0.0,-0.5783176435427598,0.0,-0.3608660200724397,0.0,0.009308343860681518,0.0,,,,
8.82,0.42105024812955044,0.0,1.7698496957648089,-0.0,-0.06072485032112886,0.0,0.9995390969788026,-0.0,-0.030357760306054273,0.0,-0.31385192056908934,0.0,0.4905975944614791,0.0,0.040686070330617156,0.0,-0.5740992667135452,0.0,-0.36751599160849807,0.0,0.006888582370431543,0.0,,,,
8.83,0.41788309527553263,0.0,1.7747371857010068,-0.0,-0.06031328847052407,0.0,0.9995453228636285,-0.0,-0.030152073584492053,0.0,-0.3195714852501375,0.0,0.48688939289528677,0.0,0.04162554941186998,0.0,-0.569800286353449,0.0,-0.37411590694932123,0.0,0.004460053009339173,0.0,,,,
8.84,0.41465896305946115,0.0,1.7795872644708262,-0.0,-0.05989235468635656,0.0,0.9995516467387129,-0.0,-0.029941701720632364,0.0,-0.32524765966426594,0.0,0.48311544604861645,0.0,0.04256042247681259,0.0,-0.5654213168832531,0.0,-0.38066490466815356,0.0,0.002023321137914126,0.0,,,,
8.85,0.41137828937304827,0.0,1.7843992771816195,-0.0,-0.05946209606459953,0.0,0.9995580649463859,-0.0,-0.02972666817248036,0.0,-0.3308796470497633,0.0,0.479276267377966,0.0,0.04349048248276746,0.0,-0.560962986452178,0.0,-0.38716212979233866,0.0,-0.00042104722753593743,0.0,,,,
8.86,0.40804152004398975,0.0,1.7891725741179452,-0.0,-0.05902256176800652,0.0,0.9995645737532984,-0.0,-0.029506997430895226,0.0,-0.33646665699421346,0.0,0.4753723788569261,0.0,0.04441552312300171,0.0,-0.5564259367364802,0.0,-0.3936067338905439,0.0,-0.0028724854561034065,0.0,,,,
8.87,0.40464910877179877,0.0,1.793906510826408,-0.0,-0.05857380301855032,0.0,0.9995711693527857,-0.0,-0.029282715015936878,0.0,-0.34200790556875893,0.0,0.4714043109103305,0.0,0.04533533886725347,0.0,-0.5518108227380504,0.0,-0.39999787515998464,0.0,-0.005330426346593812,0.0,,,,
8.88,0.40120151706230733,0.0,1.7986004481998403,-0.0,-0.058115873089450897,0.0,0.9995778478672961,-0.0,-0.029053847473008314,0.0,-0.34750261546034994,0.0,0.46737260234753486,0.0,0.04624972500336984,0.0,-0.5471183125830102,0.0,-0.40633471851364894,0.0,-0.007794302174963193,0.0,,,,
8.89,0.3976992141608555,0.0,1.8032537525608092,-0.0,-0.05764882729678158,0.0,0.9995846053508851,-0.0,-0.02882042236878803,0.0,-0.35295001610198007,0.0,0.46327780029482246,0.0,0.04715847768004108,0.0,-0.5423490873203107,0.0,-0.41261643566752226,0.0,-0.01026354474488656,0.0,,,,
8.9,0.3941426769841879,0.0,1.8078657957444442,-0.0,-0.05717272299064254,0.0,0.9995914377917738,-0.0,-0.02858246828694676,0.0,-0.35834934380090744,0.0,0.4591204601269383,0.0,0.048061393950614095,0.0,-0.5375038407203295,0.0,-0.4188422052278119,0.0,-0.01273758544146101,0.0,,,,
8.91,0.39053239005107887,0.0,1.812435955180576,-0.0,-0.0566876195458906,0.0,0.9995983411149679,-0.0,-0.028340014823642973,0.0,-0.3636998418648617,0.0,0.45490114539775095,0.0,0.04895827181796699,0.0,-0.5325832790734686,0.0,-0.42501121277817167,0.0,-0.015215855288045338,0.0,,,,
8.92,0.3868688454117045,0.0,1.8169636139751777,-0.0,-0.05619357835241532,0.0,0.9996053111849369,-0.0,-0.028093092582791798,0.0,-0.3690007607262376,0.0,0.4506204277700415,0.0,0.04984891028042527,0.0,-0.5275881209887519,0.0,-0.4311226509669268,0.0,-0.017697785006234083,0.0,,,,
8.93,0.38315254257578385,0.0,1.8214481609910986,-0.0,-0.05569066280495053,0.0,0.9996123438083531,-0.0,-0.027841733171101765,0.0,-0.374251358064274,0.0,0.44627888694442136,0.0,0.05073310937869915,0.0,-0.5225190971924227,0.0,-0.43717571959429846,0.0,-0.02018280507896316,0.0,,,,
8.94,0.3793839884395077,0.0,1.8258889909280842,-0.0,-0.05517893829241175,0.0,0.9996194347368852,-0.0,-0.02758596919287443,0.0,-0.37945089892521927,0.0,0.44187711058737644,0.0,0.05161067024381951,0.0,-0.5173769503265421,0.0,-0.4431696256996287,0.0,-0.02267034581673881,0.0,,,,
8.95,0.37556369721127636,0.0,1.830285504402071,-0.0,-0.05465847218674922,0.0,0.999626579670048,-0.0,-0.027325834244561444,0.0,-0.38459865584048203,0.0,0.43741569425844035,0.0,0.05248139514604964,0.0,-0.5121624347475856,0.0,-0.4491035836486053,0.0,-0.02515983742698132,0.0,,,,
8.96,0.3716921903362653,0.0,1.8346371080237491,-0.0,-0.05412933383130694,0.0,0.9996337742581046,-0.0,-0.027061362909074148,0.0,-0.3896939089427689,0.0,0.4328952413364947,0.0,0.05334508754474737,0.0,-0.5068763163250417,0.0,-0.45497681522048655,0.0,-0.02765071008647001,0.0,,,,
8.97,0.3677699964198402,0.0,1.8389432144763842,-0.0,-0.053591594528678746,0.0,0.9996410141050194,-0.0,-0.026792590749840865,0.0,-0.3947359460802068,0.0,0.4283163629451972,0.0,0.05420155213915215,0.0,-0.5015193722400089,0.0,-0.46078854969532623,0.0,-0.030142394016874054,0.0,,,,
8.98,0.3637976511498405,0.0,1.8432032425928881,-0.0,-0.053045327528051536,0.0,0.9996482947714586,-0.0,-0.026519554304606948,0.0,-0.399724062928453,0.0,0.4236796778775376,0.0,0.05505059492006926,0.0,-0.49609239078379386,0.0,-0.4665380239411985,0.0,-0.03263431956335027,0.0,,,,
8.99,0.3597756972177515,0.0,1.847416617432132,-0.0,-0.052490608012027824,0.0,0.9996556117778393,-0.0,-0.02624229107897316,0.0,-0.40465756310078943,0.0,0.4189858125195212,0.0,0.05589202322242272,0.0,-0.4905961711565086,0.0,-0.4722244825014229,0.0,-0.035125917276186296,0.0,,,,
9.0,0.3557046842387869,0.0,1.8515827703544905,-0.0,-0.05192751308291814,0.0,0.9996629606074218,-0.0,-0.02596083953966772,0.0,-0.40953575825620403,0.0,0.4142354007729808,0.0,0.05672564577864643,0.0,-0.4850315232656689,0.0,-0.4778471776817895,0.0,-0.03761661799546316,0.0,,,,
9.01,0.3515851686708986,0.0,1.855701139096611,-0.0,-0.051356121748495596,0.0,0.9996703367094425,-0.0,-0.025675239107547786,0.0,-0.4143579682054578,0.0,0.4094290839775152,0.0,0.05755127277288274,0.0,-0.4793992675247912,0.0,-0.4834053696377837,0.0,-0.04010585293871026,0.0,,,,
9.02,0.3474177137327383,0.0,1.859771167845397,-0.0,-0.05077651490720461,0.0,0.9996777355022902,-0.0,-0.025385530150326196,0.0,-0.41912352101513756,0.0,0.40456751083155656,0.0,0.05836871589595521,0.0,-0.47370023465199074,0.0,-0.4888983264618112,0.0,-0.04259305379151991,0.0,,,,
9.03,0.34320288932058607,0.0,1.8637923073111988,-0.0,-0.05018877533281617,0.0,0.9996851523767156,-0.0,-0.025091753975019483,0.0,-0.42383175310969534,0.0,0.39965133731256497,0.0,0.05917778840108191,0.0,-0.4679352654685793,0.0,-0.4943253242704236,0.0,-0.04507765280108788,0.0,,,,
9.04,0.338941271924271,0.0,1.8677640148002002,-0.0,-0.04959298765852223,0.0,0.9996925826990786,-0.0,-0.024793952820113256,0.0,-0.42848200937147296,0.0,0.3946812265963507,0.0,0.05997830516029371,0.0,-0.46210521069766264,0.0,-0.49968564729154286,0.0,-0.047559082872640025,0.0,,,,
9.05,0.33463344454209976,0.0,1.8716857542859955,-0.0,-0.048989238360462845,0.0,0.9997000218146261,-0.0,-0.02449216984744144,0.0,-0.4330736432387131,0.0,0.3896578489755247,0.0,0.06077008272152143,0.0,-0.45621093076273855,0.0,-0.5049785879516869,0.0,-0.05003677766870592,0.0,,,,
9.06,0.3302799965948165,0.0,1.8755569964803462,-0.0,-0.04837761574067901,0.0,0.9997074650508014,-0.0,-0.02418644913377583,0.0,-0.43760601680155625,0.0,0.3845818817770761,0.0,0.061552939366313515,0.0,-0.45025329558629423,0.0,-0.5102034469631949,0.0,-0.0525101717111922,0.0,,,,
9.07,0.3258815238386119,0.0,1.8793772189031088,-0.0,-0.04775820990948543,0.0,0.9997149077205781,-0.0,-0.023876835662122717,0.0,-0.4420785008960235,0.0,0.3794540092790783,0.0,0.06232669516814568,0.0,-0.4442331843884042,0.0,-0.5153595334114515,0.0,-0.05497870048620929,0.0,,,,
9.08,0.32143862827720304,0.0,1.8831459059513258,-0.0,-0.047131112767257316,0.0,0.9997223451258214,-0.0,-0.023563375312723518,0.0,-0.4464904751959854,0.0,0.37427492262652207,0.0,0.06309117205128158,0.0,-0.4381514854853279,0.0,-0.5204461648421133,0.0,-0.05744180055159754,0.0,,,,
9.09,0.3169519180730034,0.0,1.8868625489674697,-0.0,-0.04649641798562626,0.0,0.9997297725606685,-0.0,-0.023246114853756734,0.0,-0.45084132830311696,0.0,0.36904531974627686,0.0,0.06384619385014426,0.0,-0.43200909608810767,0.0,-0.5254626673483331,0.0,-0.059898909647101255,0.0,,,,
9.1,0.31242200745740334,0.0,1.890526646306834,-0.0,-0.04585422098807953,0.0,0.9997371853149304,-0.0,-0.022925101931738183,0.0,-0.4551304578348383,0.0,0.36376590526117975,0.0,0.0645915863691543,0.0,-0.42580692210116616,0.0,-0.5304083756579856,0.0,-0.06234946680712788,0.0,,,,
9.11,0.3078495166401817,0.0,1.8941377034040592,-0.0,-0.04520461892995939,0.0,0.9997445786775073,-0.0,-0.022600385061617705,0.0,-0.45935727051024144,0.0,0.3584373904032518,0.0,0.06532717744299232,0.0,-0.41954587792090425,0.0,-0.5352826332208924,0.0,-0.06479291247603429,0.0,,,,
9.12,0.3032350717180671,0.0,1.8976952328387866,-0.0,-0.04454771067785741,0.0,0.9997519479398194,-0.0,-0.02227201361656955,0.0,-0.4635211822340031,0.0,0.3530604929260429,0.0,0.0660527969972399,0.0,-0.4132268862342987,0.0,-0.5400847922960474,0.0,-0.06722868862587202,0.0,,,,
9.13,0.29857930458247184,0.0,1.9011987544004327,-0.0,-0.04388359678840093,0.0,0.9997592883992465,-0.0,-0.021940037817474924,0.0,-0.4676216181782836,0.0,0.3476359370161035,0.0,0.066768277109354,0.0,-0.4068508778174999,0.0,-0.5448142140388421,0.0,-0.06965623887652476,0.0,,,,
9.14,0.29388285282641524,0.0,1.904647795152072,-0.0,-0.04321237948642819,0.0,0.9997665953625761,-0.0,-0.0216045087220948,0.0,-0.47165801286261155,0.0,0.342164453203585,0.0,0.06747345206992715,0.0,-0.4004187913344298,0.0,-0.5494702685882906,0.0,-0.07207500861816464,0.0,,,,
9.15,0.28914635965065927,0.0,1.9080418894934228,-0.0,-0.042534162642549674,0.0,0.9997738641494549,-0.0,-0.021265478213931502,0.0,-0.475629810231754,0.0,0.3366467782719669,0.0,0.06816815844418629,0.0,-0.39393157313537924,0.0,-0.554052335154255,0.0,-0.07448444513595343,0.0,,,,
9.16,0.2843704737690751,0.0,1.9113805792229255,-0.0,-0.041849051750093486,0.0,0.9997810900958429,-0.0,-0.02092299899077795,0.0,-0.47953646373157405,0.0,0.33108365516691235,0.0,0.06885223513368079,0.0,-0.3873901770556061,0.0,-0.5585598021046709,0.0,-0.07688399773690807,0.0,,,,
9.17,0.2795558493132614,0.0,1.914663413598905,-0.0,-0.04115715390143295,0.0,0.9997882685574643,-0.0,-0.020577124552953477,0.0,-0.48337743638287284,0.0,0.32547583290425147,0.0,0.06952552343811057,0.0,-0.3807955642139328,0.0,-0.5629920670527724,0.0,-0.07927311787885087,0.0,,,,
9.18,0.27470314573643384,0.0,1.9178899493998083,-0.0,-0.04045857776369581,0.0,0.999795394913255,-0.0,-0.020227909191225642,0.0,-0.4871522008532185,0.0,0.31982406647709205,0.0,0.07018786711724345,0.0,-0.37414870281134405,0.0,-0.5673485369443174,0.0,-0.08165125930135804,0.0,,,,
9.19,0.26981302771660687,0.0,1.9210597509835106,-0.0,-0.039753433553853544,0.0,0.999802464568802,-0.0,-0.01987540797441742,0.0,-0.4908602395267604,0.0,0.3141291167620583,0.0,0.07083911245287028,0.0,-0.36745056792958486,0.0,-0.5716286281448134,0.0,-0.0840178781586174,0.0,,,,
